"Timestamp","Node","CPU_Usage","Memory_Usage","Disk_Usage","Network_Usage","Pod_Status","K8s_Event_Log","System_Log","Network_Error"
"2025-03-22 13:15:54","node-953","38%","58%","94%","Normal","Failed","Node NotReady","Disk Failure","Packet Loss"
"2025-03-22 13:57:12","node-954","54%","90%","81%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:32:44","node-955","62%","34%","89%","High Traffic","Terminating","Container OOMKilled","Disk Failure","Connection Refused"
"2025-03-22 13:37:30","node-956","57%","46%","12%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:36:23","node-957","56%","7%","54%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:15:35","node-958","72%","62%","36%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:58:10","node-959","62%","15%","16%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:10:04","node-960","6%","92%","99%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:05:29","node-961","41%","65%","20%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:10:53","node-962","28%","86%","65%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:57:56","node-963","93%","78%","65%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:44:49","node-964","85%","29%","79%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:36:15","node-965","79%","60%","95%","High Traffic","Failed","Pod eviction error","Disk Failure","Timeout detected"
"2025-03-22 13:56:09","node-966","14%","75%","49%","Congested","CrashLoopBackOff","Pod eviction error","High CPU warning","Connection Refused"
"2025-03-22 13:53:54","node-967","36%","34%","87%","Normal","Unknown","Volume mount error","High CPU warning","Packet Loss"
"2025-03-22 13:12:32","node-968","6%","53%","19%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:33:10","node-969","91%","61%","60%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:15:02","node-970","23%","82%","73%","High Traffic","CrashLoopBackOff","Node NotReady","High CPU warning","DNS Resolution Failure"
"2025-03-22 13:15:36","node-971","54%","30%","64%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:25:44","node-972","70%","55%","44%","Congested","Unknown","Node NotReady","Kubelet restart detected","Timeout detected"
"2025-03-22 14:00:06","node-973","78%","97%","25%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:41:52","node-974","31%","58%","37%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:25:21","node-975","74%","78%","51%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:48:06","node-976","35%","69%","82%","Normal","Failed","Node NotReady","Kernel Panic","Packet Loss"
"2025-03-22 13:15:41","node-977","83%","17%","12%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:57:12","node-978","79%","14%","91%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:31:58","node-979","44%","48%","70%","Normal","CrashLoopBackOff","Volume mount error","Disk Failure","Connection Refused"
"2025-03-22 13:35:22","node-980","70%","64%","27%","Normal","Pending","Volume mount error","Disk Failure","Timeout detected"
"2025-03-22 14:01:15","node-981","54%","81%","44%","High Traffic","Failed","Volume mount error","Disk Failure","Packet Loss"
"2025-03-22 13:52:25","node-982","90%","50%","16%","High Traffic","Pending","Pod eviction error","Disk Failure","DNS Resolution Failure"
"2025-03-22 13:51:36","node-983","42%","67%","81%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:43:55","node-984","96%","47%","49%","Normal","Terminating","Pod eviction error","Disk Failure","Timeout detected"
"2025-03-22 13:17:21","node-985","66%","46%","83%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:51:41","node-986","16%","86%","41%","High Traffic","Failed","Pod eviction error","High CPU warning","Packet Loss"
"2025-03-22 13:37:32","node-987","60%","20%","17%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:32:03","node-988","87%","70%","89%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:58:25","node-989","37%","83%","54%","Congested","CrashLoopBackOff","Pod eviction error","Disk Failure","Packet Loss"
"2025-03-22 13:28:04","node-990","67%","68%","36%","Congested","Terminating","Container OOMKilled","Disk Failure","DNS Resolution Failure"
"2025-03-22 14:00:52","node-991","82%","19%","84%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:10:35","node-992","58%","97%","12%","Congested","Unknown","Volume mount error","Kubelet restart detected","Packet Loss"
"2025-03-22 13:30:38","node-993","25%","56%","24%","High Traffic","Pending","Node NotReady","Disk Failure","Timeout detected"
"2025-03-22 13:31:57","node-994","50%","44%","61%","High Traffic","CrashLoopBackOff","Pod eviction error","High CPU warning","Connection Refused"
"2025-03-22 13:31:38","node-995","10%","69%","67%","Normal","Terminating","Pod eviction error","Kubelet restart detected","DNS Resolution Failure"
"2025-03-22 13:36:18","node-996","85%","43%","27%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:43:58","node-997","91%","29%","37%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:44:53","node-998","43%","23%","21%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:59:27","node-999","49%","61%","57%","Normal","Failed","Pod eviction error","Kernel Panic","Connection Refused"
"2025-03-22 13:33:36","node-1000","80%","95%","61%","High Traffic","Terminating","Volume mount error","Kubelet restart detected","Packet Loss"
